property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,floor_num,total_floors,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,4.0,4.0,3.0,0.2,Moderately Old,2.0,5.0,2194.0,1,1,0,0,0,0,75
flat,eros wembley estate,sector 50,1.4,10174.0,3.0,3.0,2.0,0.2,Moderately Old,9.0,13.0,1245.0,0,0,1,0,0,0,67
flat,bestech park view residency,sector 2,1.36,7645.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,14.0,1611.0,0,0,0,0,0,2,60
flat,bestech park view residency,sector 2,0.98,6960.0,2.0,2.0,3.0,0.2,Moderately Old,0.0,14.0,1281.0,0,0,0,0,0,2,61
flat,bestech park view residency,sector 2,0.56,8629.0,1.0,1.0,2.0,0.2,Moderately Old,6.0,8.0,723.0,0,0,0,0,0,2,53
flat,alpha corp gurgaonone,sector 84,2.2,7586.0,4.0,4.0,3.0,0.2,Moderately Old,10.0,19.0,3222.0,0,1,0,0,0,2,21
flat,deepak minda,sector 1a imt manesar,1.2,4528.0,3.0,3.0,3.0,0.2,Moderately Old,6.0,10.0,2944.0,0,1,0,0,0,2,0
flat,indiabulls centrum park,sector 103,1.33,8581.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,18.0,1671.0,1,0,0,0,0,2,75
flat,imperia the esfera,sector 37c,0.87,5513.0,2.0,3.0,3.0,0.2,New Property,9.0,24.0,1428.0,1,0,0,0,0,2,35
flat,ss the leaf,sector 85,1.09,6667.0,2.0,2.0,3.0,0.2,Moderately Old,9.0,26.0,1638.0,0,0,1,0,0,2,84
flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3.0,3.0,2.0,0.2,Moderately Old,12.0,17.0,1720.0,0,1,0,0,0,2,60
flat,emaar palm gardens,sector 83,1.75,9211.0,3.0,3.0,3.0,0.2,Moderately Old,11.0,16.0,1549.0,0,1,0,0,0,2,59
flat,emaar palm gardens,sector 83,1.75,9211.0,3.0,3.0,3.0,0.2,Moderately Old,6.0,16.0,1549.0,0,1,0,0,0,0,59
flat,ireo skyon,sector 60,3.8,13571.0,4.0,5.0,3.0,0.2,Moderately Old,15.0,39.0,2791.0,0,1,0,0,0,0,68
flat,dlf the ultima,sector 81,3.5,11686.0,4.0,5.0,3.0,0.2,Moderately Old,7.0,12.0,2577.0,0,1,0,0,0,1,84
flat,dlf regal gardens,sector 90,1.78,8036.0,4.0,4.0,3.0,0.2,Moderately Old,8.0,19.0,2000.0,0,0,0,0,0,2,75
flat,ss the leaf,sector 85,1.08,6585.0,2.0,2.0,3.0,0.2,New Property,8.0,26.0,1200.0,1,1,1,1,0,0,84
flat,ss the leaf,sector 85,2.03,7229.0,4.0,4.0,3.0,0.2,Moderately Old,3.0,26.0,2225.0,0,0,0,0,1,2,35
flat,ss the leaf,sector 85,1.12,6452.0,2.0,2.0,3.0,0.2,Moderately Old,10.0,26.0,1485.0,0,0,0,0,1,2,35
flat,ss the leaf,sector 85,2.0,6579.0,4.0,5.0,3.0,0.2,Moderately Old,1.0,26.0,2545.0,0,1,1,0,0,2,53
flat,ss the leaf,sector 85,1.04,5974.0,2.0,3.0,3.0,0.2,Moderately Old,4.0,26.0,1576.0,0,0,1,0,0,2,75
flat,orris aster court premier,sector 85,1.25,5896.0,3.0,4.0,2.0,0.2,Moderately Old,5.0,12.0,1900.0,0,1,0,0,0,0,84
flat,ireo skyon,sector 60,2.05,15185.0,2.0,3.0,2.0,0.2,Moderately Old,2.0,12.0,1520.0,0,0,1,0,0,0,84
flat,tata primanti,sector 72,3.19,12152.0,4.0,5.0,3.0,0.2,Moderately Old,20.0,40.0,2376.0,0,1,0,0,0,0,75
flat,tata primanti,sector 72,3.85,13253.0,4.0,5.0,3.0,0.2,Moderately Old,13.0,40.0,2629.0,0,1,0,0,0,0,84
flat,tata primanti,sector 72,3.2,12190.0,4.0,4.0,3.0,0.2,Moderately Old,8.0,40.0,2600.0,0,1,0,0,0,0,84
flat,antriksh heights,sector 84,0.89,4369.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,19.0,1833.0,0,0,0,1,0,2,44
flat,antriksh heights,sector 84,0.49,4356.0,2.0,2.0,2.0,0.2,Moderately Old,16.0,19.0,1018.0,0,0,0,0,0,2,37
flat,shree vardhman victoria,sector 70,1.65,8462.0,3.0,4.0,3.0,0.2,Moderately Old,12.0,18.0,1765.0,0,1,1,0,0,2,51
flat,bestech park view grand spa,sector 81,2.35,8835.0,3.0,4.0,3.0,0.2,Moderately Old,10.0,19.0,2511.0,0,1,0,0,0,2,67
flat,bestech park view ananda,sector 81,1.4,7735.0,3.0,3.0,3.0,0.2,Moderately Old,6.0,15.0,1475.0,0,0,0,0,0,2,67
flat,mapsko royale ville,sector 82,0.97,5419.0,3.0,4.0,2.0,0.2,Moderately Old,16.0,19.0,1620.0,0,1,0,0,0,2,67
flat,the close north,sector 50,2.35,11358.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,16.0,1900.0,0,0,0,0,0,0,35
flat,bestech park view spa next,sector 67,3.32,12600.0,4.0,5.0,3.0,0.2,Moderately Old,12.0,15.0,2385.0,0,1,0,0,0,0,84
flat,vatika gurgaon,sector 83,1.25,6313.0,3.0,3.0,2.0,0.2,Moderately Old,12.0,18.0,1700.0,0,1,0,0,0,2,67
flat,m3m merlin,sector 67,2.8,13679.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,22.0,1971.0,0,1,0,0,0,1,21
flat,m3m latitude,sector 65,4.7,19748.0,3.0,3.0,3.0,0.2,Moderately Old,9.0,42.0,1761.0,0,1,0,1,0,0,35
flat,umang monsoon breeze,sector 78,0.62,5004.0,2.0,2.0,1.0,0.2,Moderately Old,7.0,12.0,1115.0,0,0,1,0,0,2,67
flat,umang monsoon breeze,sector 78,0.8,4837.0,3.0,2.0,2.0,0.2,Moderately Old,7.0,12.0,1472.0,0,0,0,1,0,2,67
flat,emaar palm gardens,sector 83,1.73,9105.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,16.0,1600.0,0,1,0,0,0,0,84
flat,bestech spa signature,sector 81,4.45,10595.0,4.0,4.0,3.0,0.2,Moderately Old,8.0,31.0,3850.0,1,1,0,1,1,0,35
flat,bestech park view grand spa,sector 81,2.3,8647.0,3.0,4.0,3.0,0.2,Moderately Old,7.0,21.0,2280.0,0,1,0,0,0,0,35
flat,dlf the ultima,sector 81,2.2,10461.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,29.0,1570.0,1,1,0,1,1,1,35
flat,dlf the ultima,sector 81,2.12,10081.0,3.0,3.0,3.0,0.2,Moderately Old,9.0,30.0,1650.0,1,1,0,1,1,1,35
flat,dlf the ultima,sector 81,2.25,10699.0,3.0,3.0,3.0,0.2,Moderately Old,11.0,29.0,1600.0,1,1,0,1,1,1,35
flat,bestech park view sanskruti,sector 92,1.9,8172.0,4.0,4.0,3.0,0.2,Moderately Old,10.0,19.0,1920.0,1,1,0,1,1,2,35
flat,bestech spa signature,sector 81,4.4,12571.0,4.0,4.0,3.0,0.2,New Property,6.0,31.0,3700.0,1,1,0,1,1,1,35
flat,swarn jayanti cghs,sector 54,1.75,7609.0,4.0,3.0,3.0,0.2,Old Property,3.0,9.0,1900.0,0,0,0,0,1,0,21
flat,aipl the peaceful homes,sector 70a,2.8,11915.0,3.0,4.0,3.0,0.2,Moderately Old,22.0,30.0,1798.0,0,1,0,0,0,2,35
flat,ambience creacions,sector 22,4.63,14984.0,3.0,5.0,3.0,0.2,New Property,5.0,20.0,2797.0,0,1,0,0,1,2,55
flat,m3m the marina,sector 68,1.32,8759.0,2.0,2.0,3.0,0.2,Moderately Old,15.0,29.0,1364.0,1,0,0,0,0,2,67
flat,chd avenue,sector 71,1.16,6655.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,14.0,1578.0,0,1,0,0,0,0,52
flat,signature global solera,sector 107,0.27,5521.0,2.0,2.0,2.0,0.2,Moderately Old,0.0,14.0,543.0,0,0,0,0,0,2,37
flat,signature global solera,sector 107,0.28,5680.0,2.0,2.0,2.0,0.2,Moderately Old,6.0,14.0,543.0,0,0,0,0,0,2,37
flat,emaar palm heights,sector 77,1.79,8840.0,3.0,3.0,3.0,0.2,New Property,1.0,24.0,1600.0,0,1,0,0,0,0,35
flat,emaar mgf palm hills,sector 77,1.55,7949.0,4.0,4.0,3.0,0.2,Moderately Old,2.0,8.0,1800.0,1,1,0,0,0,1,35
flat,dlf the skycourt,sector 86,1.55,8035.0,3.0,3.0,3.0,0.2,Moderately Old,12.0,19.0,1500.0,0,0,0,0,1,1,84
flat,la vida by tata housing,sector 113,3.35,16750.0,3.0,4.0,3.0,0.2,New Property,12.0,25.0,2200.0,1,1,0,0,0,2,84
flat,emaar mgf the palm drive,sector 66,3.5,16471.0,3.0,4.0,3.0,0.2,Moderately Old,6.0,17.0,2150.0,0,1,0,0,0,2,53
flat,parsvnath exotica,sector 53,4.8,16580.0,3.0,4.0,3.0,0.2,Moderately Old,8.0,18.0,2500.0,0,1,0,1,1,0,84
flat,shree arihant apartment,sector 54,1.5,8108.0,3.0,3.0,3.0,0.2,Moderately Old,4.0,5.0,1700.0,0,0,0,1,0,0,53
flat,la vida by tata housing,sector 113,2.78,10335.0,3.0,4.0,3.0,0.2,Moderately Old,5.0,25.0,2350.0,0,1,0,0,0,2,84
flat,mahindra aura,sector 110,2.25,9267.0,4.0,4.0,3.0,0.2,Moderately Old,2.0,19.0,2350.0,0,1,0,0,0,2,84
flat,aipl the peaceful homes,sector 70a,2.55,11860.0,3.0,3.0,3.0,0.2,New Property,20.0,30.0,2000.0,0,1,0,1,1,0,76
flat,vatika gurgaon,sector 83,1.25,7812.0,4.0,4.0,3.0,0.2,Moderately Old,12.0,14.0,1970.0,0,1,0,0,0,2,67
flat,vatika gurgaon,sector 83,0.85,8947.0,2.0,2.0,2.0,0.2,Moderately Old,18.0,19.0,1100.0,0,0,0,1,0,0,75
flat,krrish provence estate,gwal pahari,5.25,9052.0,4.0,5.0,3.0,0.2,New Property,2.0,26.0,5249.0,1,1,0,1,0,2,35
flat,godrej aria,sector 79,1.3,9623.0,2.0,4.0,2.0,0.2,Moderately Old,3.0,15.0,1223.0,0,0,0,0,0,2,46
flat,sare green parc phase 3,sector 92,0.75,7143.0,3.0,2.0,2.0,0.2,New Property,3.0,19.0,1298.0,0,0,0,0,0,2,75
flat,ireo victory valley,sector 67,3.65,13529.0,3.0,4.0,3.0,0.2,Moderately Old,18.0,51.0,2490.0,0,1,0,1,0,0,38
flat,dlf new town heights,sector 90,1.65,5684.0,4.0,4.0,3.0,0.2,Moderately Old,7.0,27.0,2468.0,0,0,0,0,0,2,66
flat,dlf new town heights,sector 90,1.25,6477.0,3.0,3.0,3.0,0.2,Moderately Old,17.0,19.0,1700.0,0,1,0,1,0,2,51
flat,dlf new town heights,sector 90,1.42,4865.0,4.0,4.0,3.0,0.2,Moderately Old,8.0,14.0,2140.0,0,1,1,0,0,2,31
flat,dlf regal gardens,sector 90,1.27,5498.0,3.0,3.0,3.0,0.2,Moderately Old,2.0,19.0,1500.0,0,0,0,0,1,2,51
flat,dlf regal gardens,sector 90,1.65,7449.0,4.0,4.0,3.0,0.2,Moderately Old,8.0,19.0,1900.0,0,0,0,0,1,2,51
flat,dlf regal gardens,sector 90,1.24,7066.0,3.0,3.0,3.0,0.2,Moderately Old,9.0,30.0,1600.0,0,0,0,0,1,2,51
flat,the close north,sector 50,2.7,9982.0,3.0,3.0,3.0,0.2,Moderately Old,3.0,18.0,2358.0,0,1,0,0,0,2,67
flat,bptp terra,sector 37d,1.98,9037.0,3.0,3.0,3.0,0.2,New Property,12.0,23.0,1983.0,1,0,0,0,0,0,35
flat,experion windchants,sector 112,2.5,13889.0,2.0,2.0,3.0,0.2,Moderately Old,10.0,28.0,1939.03,1,0,0,1,0,0,84
flat,emaar mgf emerald floors premier,sector 65,2.29,13879.0,3.0,4.0,3.0,0.2,Moderately Old,2.0,5.0,1833.0,1,1,0,0,0,1,84
flat,emaar palm gardens,sector 83,1.35,12329.0,3.0,3.0,3.0,0.2,Moderately Old,7.0,16.0,1387.0,0,1,0,0,0,2,24
flat,shri banke bihari society,sector 56,1.37,9133.0,3.0,3.0,3.0,0.2,Old Property,2.0,9.0,1450.0,0,0,0,0,1,2,84
flat,kiran residency,sector 56,1.55,7750.0,3.0,3.0,3.0,0.2,Old Property,5.0,9.0,1800.0,0,1,0,1,1,2,76
flat,ambience lagoon,sector 24,4.25,13281.0,3.0,4.0,3.0,0.2,Old Property,3.0,9.0,3201.0,0,1,0,1,0,0,75
flat,vatika the seven lamps,sector 82,1.28,6819.0,3.0,3.0,3.0,0.2,Moderately Old,3.0,16.0,1800.0,1,0,0,0,0,0,84
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17287.0,3.0,3.0,3.0,0.2,New Property,12.0,26.0,1465.0,0,0,1,0,0,2,58
flat,bestech park view grand spa,sector 81,2.35,8835.0,3.0,4.0,3.0,0.2,Moderately Old,6.0,19.0,2512.0,0,1,0,0,0,0,67
flat,m3m golfestate,sector 65,5.0,18519.0,3.0,3.0,3.0,0.2,Moderately Old,28.0,30.0,2800.0,0,1,0,1,0,0,84
flat,imperia the esfera,sector 37c,0.99,5500.0,3.0,3.0,1.0,0.2,New Property,10.0,24.0,1643.0,0,1,0,0,0,2,35
flat,dlf new town heights,sector 90,1.95,7151.0,4.0,4.0,3.0,0.2,Moderately Old,24.0,27.0,2456.0,0,1,1,0,0,2,84
flat,bestech park view grand spa,sector 81,3.3,12222.0,4.0,5.0,3.0,0.2,Moderately Old,4.0,20.0,3070.0,1,1,0,0,0,0,84
flat,ireo victory valley,sector 67,4.75,13930.0,4.0,4.0,3.0,0.2,Moderately Old,0.0,51.0,3200.0,1,1,1,1,0,0,75
flat,m3m skywalk,sector 74,1.5,12500.0,2.0,2.0,3.0,0.2,Moderately Old,17.0,30.0,1300.0,0,0,1,0,0,2,84
flat,dlf new town heights,sector 90,1.54,6514.0,4.0,4.0,3.0,0.2,Moderately Old,12.0,19.0,2200.0,0,1,0,1,0,0,67
flat,dlf new town heights,sector 86,1.27,6580.0,3.0,4.0,3.0,0.2,Moderately Old,19.0,22.0,1800.0,0,1,0,1,0,2,75
flat,dlf regal gardens,sector 90,1.17,6709.0,3.0,3.0,3.0,0.2,Moderately Old,15.0,19.0,1630.0,0,0,0,0,0,0,84
flat,dlf the primus,sector 82a,1.8,13846.0,3.0,3.0,3.0,0.2,Moderately Old,10.0,32.0,1545.0,0,1,0,0,0,1,84
flat,ansal housing highland park,sector 103,0.8,5878.0,2.0,2.0,3.0,0.2,New Property,3.0,19.0,1089.0,0,0,0,1,0,2,84
flat,bestech park view city,sector 48,1.76,9910.0,3.0,3.0,3.0,0.2,Moderately Old,9.0,14.0,1576.0,0,1,0,1,0,0,75
flat,conscient heritage max,sector 102,2.22,13875.0,3.0,4.0,3.0,0.2,Moderately Old,15.0,25.0,2000.0,1,1,0,0,0,2,59
flat,dlf regency park,sector 28,1.24,12400.0,2.0,2.0,3.0,0.2,Old Property,19.0,26.0,1050.0,0,0,0,1,0,0,75
flat,godrej,sector 79,1.12,7147.0,2.0,2.0,3.0,0.2,Moderately Old,6.0,15.0,1325.0,1,0,0,0,0,2,35
flat,adani m2k oyster grande,sector 102,1.9,14074.0,3.0,4.0,3.0,0.2,Moderately Old,21.0,24.0,1605.0,0,1,0,0,0,2,53
flat,dlf regency park,sector 28,1.35,11739.0,2.0,2.0,2.0,0.2,Old Property,14.0,26.0,1120.0,0,0,1,0,0,2,45
flat,ats kocoon,sector 109,2.22,10597.0,3.0,3.0,3.0,0.2,Moderately Old,20.0,26.0,1896.0,0,1,0,0,1,2,58
flat,experion the heartsong,sector 108,0.9,7015.0,2.0,3.0,3.0,0.2,Moderately Old,7.0,14.0,1161.0,0,1,0,0,1,2,51
flat,ats tourmaline,sector 109,1.75,8140.0,3.0,4.0,3.0,0.2,Moderately Old,2.0,27.0,1946.0,0,1,0,0,1,2,51
flat,orris aster court,sector 85,0.67,5826.0,2.0,2.0,2.0,0.2,Moderately Old,5.0,12.0,1250.0,0,0,0,0,1,0,84
flat,ireo victory valley,sector 67,2.95,12110.0,3.0,3.0,3.0,0.2,Moderately Old,14.0,51.0,2236.0,0,1,0,1,0,0,75
flat,pioneer park,sector 61,2.04,14624.0,3.0,3.0,3.0,0.2,Moderately Old,16.0,32.0,1595.0,0,1,0,0,0,0,75
flat,alpha corp gurgaonone,sector 84,2.24,6523.0,4.0,4.0,3.0,0.2,Moderately Old,12.0,26.0,3165.0,0,1,0,0,0,2,20
flat,godrej icon,sector 88a,1.31,8101.0,2.0,2.0,3.0,0.2,Moderately Old,3.0,32.0,1464.0,1,0,0,0,0,2,66
flat,emaar mgf emerald estate,sector 65,1.7,21014.0,3.0,3.0,3.0,0.2,Moderately Old,7.0,12.0,1081.0,1,0,0,0,0,0,75
flat,vatika gurgaon,sector 83,1.19,7438.0,3.0,3.0,2.0,0.2,Moderately Old,10.0,18.0,1778.0,0,1,0,0,0,0,21
flat,emaar palm heights,sector 77,1.75,11667.0,3.0,3.0,3.0,0.2,Moderately Old,11.0,24.0,1900.0,0,1,0,0,0,2,51
flat,vatika gurgaon,sector 83,1.12,6455.0,3.0,3.0,2.0,0.2,Moderately Old,17.0,18.0,1500.0,0,0,0,0,0,0,75
flat,green campus chs,sector 1a imt manesar,0.92,4023.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,12.0,1924.0,0,1,0,0,0,2,0
flat,green campus chs,sector 1a imt manesar,0.9,3935.0,3.0,3.0,3.0,0.2,Moderately Old,6.0,12.0,2070.0,0,1,0,0,0,2,0
flat,puri emerald bay,sector 104,2.3,9388.0,3.0,4.0,3.0,0.2,Moderately Old,10.0,29.0,2217.0,0,1,0,0,0,2,51
flat,puri emerald bay,sector 104,1.58,9117.0,2.0,3.0,3.0,0.2,Moderately Old,11.0,29.0,1539.0,0,1,0,0,0,2,51
flat,indiabulls enigma,sector 110,4.25,10954.0,5.0,5.0,3.0,0.2,Moderately Old,4.0,15.0,3512.0,0,1,0,0,0,2,51
flat,bestech park view sanskruti,sector 92,1.68,11053.0,3.0,4.0,3.0,0.2,Moderately Old,15.0,20.0,1804.0,0,1,0,0,0,0,84
flat,ireo victory valley,sector 67,4.55,14537.0,4.0,4.0,3.0,0.2,Moderately Old,19.0,39.0,2833.0,0,1,0,0,0,0,66
flat,bestech park view spa next,sector 67,2.85,12128.0,4.0,4.0,3.0,0.2,Moderately Old,5.0,14.0,2127.0,0,1,0,1,0,0,66
flat,bestech park view spa next,sector 67,2.35,12145.0,3.0,4.0,3.0,0.2,Moderately Old,14.0,14.0,1751.0,0,1,0,0,0,0,66
flat,dlf the ultima,sector 81,2.3,10994.0,3.0,4.0,3.0,0.2,New Property,6.0,30.0,1893.0,0,1,0,0,0,1,84
flat,dlf the ultima,sector 81,2.26,10762.0,3.0,4.0,3.0,0.2,New Property,17.0,29.0,1901.0,0,1,0,0,0,1,84
flat,ambience creacions,sector 22,4.78,15469.0,3.0,4.0,3.0,0.2,Moderately Old,7.0,18.0,2500.0,0,1,0,0,1,1,51
flat,tulip ivory,sector 70,2.0,8333.0,4.0,5.0,3.0,0.2,Moderately Old,7.0,12.0,2169.0,0,1,0,0,0,0,84
flat,ireo skyon,sector 60,3.75,13393.0,4.0,4.0,3.0,0.2,Moderately Old,12.0,39.0,2650.0,0,1,0,0,0,0,35
flat,ambience creacions,sector 22,6.16,20533.0,4.0,5.0,3.0,0.2,New Property,10.0,20.0,3333.0,0,1,0,1,0,0,35
flat,m3m golfestate,sector 65,5.3,24212.0,3.0,3.0,3.0,0.2,Moderately Old,38.0,40.0,2506.0,0,1,0,0,0,1,35
flat,umang winter hills,sector 77,0.75,5589.0,2.0,2.0,2.0,0.2,Moderately Old,8.0,18.0,1140.0,0,0,1,0,0,0,58
flat,mapsko mount ville,sector 79,1.25,8389.0,3.0,3.0,3.0,0.2,Moderately Old,18.0,30.0,1058.0,1,0,0,0,0,0,58
flat,godrej,sector 79,2.0,8475.0,3.0,4.0,3.0,0.2,Moderately Old,9.0,15.0,1963.0,0,1,0,0,0,2,58
flat,mapsko mount ville,sector 79,1.3,8725.0,3.0,3.0,3.0,0.2,Moderately Old,19.0,30.0,1176.0,0,0,1,0,0,0,58
flat,city heights,sector 39,1.75,8750.0,3.0,4.0,3.0,0.2,Old Property,3.0,12.0,2222.0,0,1,0,0,0,1,28
flat,kw royal court,sector 39,2.0,6250.0,5.0,4.0,3.0,0.2,Old Property,9.0,12.0,3555.0,0,1,0,0,0,1,35
flat,shree vardhman victoria,sector 70,1.78,9128.0,3.0,3.0,3.0,0.2,Moderately Old,7.0,13.0,1765.0,0,1,0,0,1,2,35
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2.0,2.0,3.0,0.2,Moderately Old,14.0,26.0,1394.0,1,0,0,0,0,2,28
flat,cghs airport apartment,sector 47,1.65,7857.0,3.0,3.0,3.0,0.2,Old Property,1.0,10.0,1906.0,0,0,0,0,1,0,61
flat,gls avenue 51,sector 92,0.21,6954.0,1.0,1.0,1.0,0.2,Moderately Old,0.0,12.0,336.0,0,0,0,0,0,2,51
flat,kamroon court,sector 43,2.75,13750.0,3.0,4.0,3.0,0.2,Moderately Old,5.0,12.0,2222.0,0,1,0,0,1,0,35
flat,bestech park view spa next,sector 67,2.72,11574.0,4.0,4.0,3.0,0.2,Moderately Old,0.0,14.0,2250.0,0,1,0,1,0,0,54
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,4.0,3.0,0.2,Moderately Old,10.0,19.0,1916.0,0,1,0,0,0,2,61
flat,tata primanti,sector 72,4.1,13726.0,3.0,3.0,3.0,0.2,Moderately Old,8.0,40.0,2308.0,0,1,0,0,0,2,38
flat,chd avenue,sector 71,1.12,6215.0,3.0,4.0,3.0,0.2,Moderately Old,0.0,14.0,1631.0,0,1,0,0,0,2,46
flat,shree vardhman flora,sector 90,0.65,4815.0,2.0,2.0,3.0,0.2,Moderately Old,10.0,13.0,1222.0,1,0,0,0,0,0,58
flat,krrish provence estate,gwal pahari,7.5,7500.0,5.0,6.0,3.0,0.2,Moderately Old,23.0,26.0,9051.0,0,1,0,1,1,2,35
flat,dlf the crest,sector 54,11.0,35484.0,4.0,5.0,3.0,0.2,Moderately Old,7.0,36.0,3444.0,1,1,0,1,0,2,35
flat,dlf regal gardens,sector 90,1.26,7403.0,3.0,3.0,3.0,0.2,Moderately Old,6.0,29.0,1603.0,0,0,0,0,1,0,28
flat,dlf regal gardens,sector 90,1.8,7223.0,4.0,4.0,3.0,0.2,Moderately Old,7.0,19.0,2005.0,0,0,0,0,0,2,31
flat,m3m golfestate,sector 65,5.9,17481.0,3.0,3.0,3.0,0.2,Moderately Old,18.0,40.0,3044.0,1,1,0,0,0,2,53
flat,bestech park view city,sector 49,2.9,12170.0,4.0,4.0,3.0,0.2,Moderately Old,5.0,14.0,2157.0,0,1,0,0,0,2,67
flat,dlf the skycourt,sector 86,1.59,8243.0,3.0,3.0,3.0,0.2,Moderately Old,17.0,20.0,1700.0,0,0,0,0,1,0,84
flat,dlf the ultima,sector 81,2.21,10366.0,3.0,3.0,3.0,0.2,Moderately Old,3.0,29.0,1881.0,0,1,0,0,0,1,75
flat,emaar palm gardens,sector 83,1.48,7789.0,3.0,3.0,3.0,0.2,Moderately Old,7.0,16.0,1549.0,0,1,0,0,0,2,52
flat,experion the heartsong,sector 108,0.98,13351.0,2.0,3.0,3.0,0.2,Moderately Old,4.0,14.0,978.23,1,0,0,0,0,2,75
flat,shapoorji pallonji joyville gurugram,sector 102,2.04,14069.0,3.0,3.0,3.0,0.2,Moderately Old,1.0,26.0,1644.0,0,0,0,0,0,2,53
flat,orris aster court premier,sector 85,1.5,5859.0,4.0,5.0,3.0,0.2,New Property,6.0,12.0,2017.0,0,1,0,0,0,0,28
flat,orris aster court premier,sector 85,1.49,5820.0,4.0,5.0,3.0,0.2,Moderately Old,10.0,12.0,2017.0,0,1,0,0,0,0,68
flat,orris aster court premier,sector 85,1.2,5660.0,3.0,4.0,2.0,0.2,Moderately Old,6.0,12.0,1650.0,0,1,0,0,0,2,28
flat,shree vardhman flora,sector 90,0.86,6255.0,3.0,4.0,3.0,0.2,Moderately Old,0.0,13.0,1525.0,0,1,0,0,0,0,68
flat,orris carnation residency,sector 85,0.9,4532.0,4.0,4.0,3.0,0.2,Moderately Old,8.0,12.0,1575.0,0,0,0,0,0,0,35
flat,saan verdante,sector 95,2.0,10178.0,3.0,4.0,3.0,0.2,New Property,5.0,24.0,1964.0,0,1,0,0,0,2,35
flat,tulip violet,sector 69,1.85,9204.0,4.0,4.0,2.0,0.2,Moderately Old,14.0,14.0,1819.0,0,0,0,0,0,0,84
flat,puri emerald bay,sector 104,2.65,15006.0,3.0,4.0,3.0,0.2,Moderately Old,15.0,29.0,2090.0,0,1,0,0,0,0,84
flat,emaar gurgaon greens,sector 102,1.5,9091.0,3.0,3.0,3.0,0.2,Moderately Old,7.0,14.0,1315.0,0,0,0,1,0,0,84
flat,ats kocoon,sector 109,1.75,10029.0,3.0,3.0,3.0,0.2,Moderately Old,10.0,25.0,1550.0,0,0,0,1,0,0,35
flat,puri emerald bay,sector 104,1.32,8516.0,2.0,2.0,2.0,0.2,Moderately Old,10.0,29.0,1403.0,0,0,0,0,0,2,68
flat,vatika city homes,sector 83,0.8,6061.0,2.0,2.0,2.0,0.2,Moderately Old,8.0,8.0,1195.0,0,0,1,0,0,2,22
flat,experion the heartsong,sector 108,1.2,6826.0,3.0,2.0,3.0,0.2,Moderately Old,11.0,14.0,1550.0,0,1,0,1,0,0,84
flat,pioneer urban presidia,sector 62,6.5,14987.0,4.0,4.0,3.0,0.2,Moderately Old,3.0,27.0,3925.0,1,0,0,0,0,2,51
flat,paras dews,sector 106,1.17,6648.0,3.0,4.0,3.0,0.2,Moderately Old,12.0,24.0,1186.0,0,1,0,0,0,2,35
flat,paras dews,sector 106,1.15,6053.0,3.0,4.0,3.0,0.2,Moderately Old,5.0,24.0,1305.0,1,1,0,0,0,2,35
flat,la vida by tata housing,sector 113,2.48,14091.0,3.0,3.0,3.0,0.2,New Property,8.0,25.0,1980.0,0,1,0,0,0,2,51
flat,shri banke bihari society,sector 56,1.35,9643.0,3.0,3.0,3.0,0.2,Old Property,4.0,8.0,1450.0,0,0,0,0,1,0,84
flat,indiabulls centrum park,sector 103,1.15,8679.0,2.0,2.0,3.0,0.2,Moderately Old,10.0,11.0,1080.0,1,0,0,0,0,0,84
flat,sobha city,sector 108,2.95,14728.0,3.0,4.0,2.0,0.2,Moderately Old,12.0,24.0,1600.0,0,0,0,0,0,2,35
flat,m3m merlin,sector 67,3.4,14419.0,3.0,4.0,3.0,0.2,Moderately Old,17.0,29.0,2134.0,0,1,0,0,0,0,84
flat,m3m merlin,sector 67,2.8,13672.0,3.0,3.0,3.0,0.2,Moderately Old,2.0,21.0,1854.0,0,0,1,0,0,1,84
flat,ats kocoon,sector 109,2.15,10263.0,3.0,4.0,3.0,0.2,Moderately Old,9.0,20.0,1896.0,0,1,0,0,0,2,58
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3.0,3.0,3.0,0.2,Moderately Old,1.0,26.0,1531.0,0,0,0,0,0,2,50
flat,puri diplomatic greens,sector 111,3.45,11695.0,4.0,5.0,3.0,0.2,Moderately Old,10.0,21.0,2670.0,0,1,0,0,0,2,51
flat,indiabulls enigma,sector 110,3.3,9851.0,4.0,5.0,3.0,0.2,Moderately Old,7.0,15.0,3032.0,0,1,0,0,0,2,51
