property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,floor_num,total_floors,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,suncity avenue 76,sector 76,0.55,7422.0,2.0,2.0,2.0,0.2,Under Construction,9.0,14.0,823.0,0,0,0,0,0,2,21
flat,raheja sampada,sector 92,0.7,4453.0,3.0,3.0,0.0,0.2,Moderately Old,7.0,19.0,1572.0,0,0,0,0,0,2,0
flat,gls arawali homes,sohna road,0.3,5291.0,2.0,2.0,0.0,0.2,Moderately Old,10.0,14.0,567.0,0,0,0,0,0,2,0
flat,umang monsoon breeze,sector 78,1.05,5666.0,3.0,3.0,3.0,0.2,Moderately Old,6.0,16.0,1853.0,0,0,0,0,0,2,0
flat,ambience creacions,sector 22,3.5,19444.0,3.0,4.0,3.0,0.2,New Property,8.0,18.0,2000.0,0,1,0,0,0,0,33
flat,sare crescent parc,sector 92,0.95,5013.0,4.0,5.0,3.0,0.2,Moderately Old,13.0,14.0,1895.0,0,0,0,0,0,2,0
flat,godrej air,sector 85,2.6,12212.0,3.0,3.0,3.0,0.2,Moderately Old,17.0,25.0,2129.0,0,1,0,0,0,2,15
flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.0,4.0,4.0,3.0,0.2,Moderately Old,3.0,4.0,1734.0,0,0,0,0,0,2,61
flat,railway officers rpf society,sector 9a,1.3,5039.0,4.0,4.0,3.0,0.2,Old Property,9.0,11.0,2580.0,0,0,0,0,0,2,0
flat,satya element one,sector 49,0.94,14009.0,1.0,2.0,2.0,0.2,Moderately Old,2.0,6.0,745.0,0,0,0,0,0,2,0
flat,shree vardhman flora,sector 90,0.7,5323.0,2.0,2.0,3.0,0.2,New Property,9.0,13.0,1350.0,1,0,0,0,0,2,15
flat,ild grand centra,sector 37c,0.95,5220.0,3.0,1.0,0.0,0.2,Moderately Old,0.0,1.0,1820.0,0,0,0,0,0,2,0
flat,umang monsoon breeze,sector 78,0.7,5719.0,2.0,2.0,2.0,0.2,Moderately Old,5.0,12.0,1224.0,0,0,0,0,0,2,0
flat,ansals highland park,dwarka expressway,1.2,6186.0,3.0,3.0,3.0,0.2,Under Construction,4.0,17.0,1940.0,0,1,0,0,0,2,0
flat,signature global city 81,sector 81,0.8,14652.0,2.0,2.0,2.0,0.2,Moderately Old,4.0,4.0,607.0,1,0,0,0,0,2,22
flat,godrej habitat,sector 3,1.2,8310.0,2.0,2.0,3.0,0.2,Old Property,0.0,17.0,1307.0,0,0,0,0,0,2,26
flat,mvn athens,sohna road,0.25,5187.0,2.0,2.0,1.0,0.2,Moderately Old,0.0,14.0,535.0,0,0,0,1,0,2,51
flat,shree vardhman flora,sector 90,0.95,6333.0,3.0,3.0,3.0,0.2,Moderately Old,9.0,13.0,1666.0,0,1,0,0,0,2,58
flat,ramsons kshitij,sector 95,0.45,4592.0,2.0,2.0,1.0,0.2,Moderately Old,2.0,14.0,887.0,1,0,0,0,0,2,68
flat,oriental valley chs,sector 9a,1.5,9091.0,4.0,3.0,3.0,0.2,Moderately Old,8.0,9.0,1833.0,0,0,0,0,0,0,0
flat,breez global heights,sohna road,0.26,6599.0,1.0,1.0,1.0,0.2,New Property,6.0,10.0,438.0,0,0,0,0,0,2,21
flat,parsvnath green ville,sector 48,2.0,7764.0,3.0,3.0,0.0,0.2,Moderately Old,15.0,16.0,1923.0,0,1,0,0,0,2,60
flat,shri ram apartments,sector 4,0.46,5111.0,2.0,2.0,1.0,0.2,Moderately Old,1.0,4.0,1000.0,0,0,0,0,0,0,31
flat,sare homes,sector 92,0.8,4695.0,4.0,4.0,3.0,0.2,Moderately Old,1.0,4.0,1893.0,0,0,0,0,0,2,55
flat,silverglades the melia,sohna road,0.78,5778.0,2.0,2.0,3.0,0.2,Under Construction,9.0,14.0,1222.0,1,0,0,0,0,2,53
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511.0,3.0,3.0,3.0,0.2,Moderately Old,1.0,4.0,1304.0,0,0,0,0,0,2,60
flat,smriti apartment,sector 56,0.52,10656.0,1.0,1.0,1.0,0.2,Old Property,1.0,5.0,475.0,0,0,0,0,0,2,21
flat,pareena mi casa,sector 68,1.1,8835.0,2.0,2.0,3.0,0.2,New Property,11.0,25.0,1127.0,0,0,0,0,0,2,61
flat,godrej nature plus,sector-33 sohna,1.08,13123.0,2.0,2.0,3.0,0.2,New Property,8.0,22.0,85.0,0,0,0,0,0,2,15
flat,ambience creacions,sector 22,3.99,12913.0,3.0,5.0,3.0,0.2,New Property,3.0,16.0,2797.0,0,1,0,0,0,1,53
flat,ats tourmaline,sector 109,1.75,10000.0,3.0,3.0,3.0,0.2,New Property,4.0,27.0,1466.0,0,0,0,0,0,2,31
flat,signature global park,sohna road,0.54,7200.0,2.0,2.0,2.0,0.2,Under Construction,4.0,4.0,833.0,0,0,0,0,0,2,76
flat,chintels paradiso,sector 109,2.0,7605.0,4.0,4.0,2.0,0.2,Moderately Old,11.0,18.0,2380.0,0,1,0,1,0,2,45
flat,ambience creacions,sector 22,3.2,11498.0,3.0,4.0,3.0,0.2,New Property,2.0,20.0,2517.0,0,0,0,0,0,2,28
flat,supertech hues,sector 68,1.0,8475.0,2.0,2.0,2.0,0.2,New Property,12.0,17.0,1311.0,0,0,0,0,0,2,45
flat,conscient heritage max,sector 102,3.0,10490.0,4.0,4.0,3.0,0.2,Moderately Old,7.0,26.0,3177.0,0,0,0,0,1,0,51
flat,mvn athens,sohna road,0.21,4667.0,1.0,1.0,1.0,0.2,New Property,11.0,14.0,500.0,0,0,0,0,0,2,16
flat,awho shanti vihar,sector 95,0.82,9880.0,2.0,2.0,3.0,0.2,New Property,13.0,19.0,1095.0,1,0,0,0,0,2,75
flat,sare homes,sector 92,0.95,4251.0,4.0,3.0,2.0,0.2,New Property,16.0,19.0,1983.0,0,0,0,0,0,2,67
flat,pareena mi casa,sector 68,0.92,7390.0,2.0,2.0,3.0,0.2,Under Construction,5.0,36.0,1127.0,0,0,0,0,1,2,31
flat,deepak minda,sector 1a imt manesar,1.25,4715.0,3.0,3.0,3.0,0.2,Moderately Old,6.0,10.0,2944.0,0,1,0,0,0,2,35
flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,2.0,0.2,New Property,8.0,14.0,1360.0,0,0,0,0,0,2,51
flat,pivotal riddhi siddhi,sector 99,0.5,8518.0,2.0,1.0,2.0,0.2,New Property,7.0,18.0,652.0,0,0,0,0,0,2,15
flat,sare homes,sector 92,0.95,4872.0,4.0,3.0,3.0,0.2,New Property,13.0,25.0,1765.0,0,0,0,0,0,2,0
flat,central park flower valley aqua front towers,sector-33 sohna,2.0,11179.0,3.0,3.0,3.0,0.2,New Property,8.0,11.0,1619.0,0,0,0,0,0,2,23
flat,shyam apartment,sector 3,0.26,3714.0,2.0,1.0,2.0,0.2,Moderately Old,2.0,4.0,611.0,0,0,0,0,0,2,0
flat,city shri ram apartments 1,sector 110,0.22,3667.0,2.0,1.0,1.0,0.2,Moderately Old,1.0,4.0,543.0,0,0,0,0,0,2,0
flat,maruti kunj,sector 92,0.8,5161.0,3.0,2.0,0.0,0.2,Old Property,0.0,1.0,1403.0,0,0,0,0,0,2,8
flat,godrej summit,sector 104,1.1,8668.0,2.0,2.0,3.0,0.2,Under Construction,16.0,19.0,1149.0,0,0,0,0,1,2,67
flat,palam vihar extension west zone rwa,palam vihar extension,0.2,4000.0,1.0,1.0,1.0,0.2,Moderately Old,1.0,4.0,555.0,0,0,0,0,1,2,0
flat,sare crescent parc,sector 92,0.9,4278.0,4.0,5.0,3.0,0.2,Moderately Old,14.0,15.0,1693.0,0,1,0,0,1,2,53
flat,gls arawali homes,sohna road,0.3,5291.0,2.0,2.0,2.0,0.2,Moderately Old,10.0,13.0,516.0,0,0,0,0,0,2,30
flat,ambience creacions,sector 22,2.79,15000.0,3.0,3.0,3.0,0.2,New Property,13.0,20.0,1564.0,0,0,0,0,0,1,75
flat,breez global heights,sohna road,0.39,4105.0,2.0,2.0,2.0,0.2,Moderately Old,3.0,10.0,720.0,0,0,0,0,0,2,0
flat,sare homes,sector 92,0.95,4750.0,4.0,3.0,2.0,0.2,New Property,17.0,20.0,1983.0,0,0,0,0,0,2,0
flat,godrej air,sector 85,1.35,13636.0,2.0,2.0,3.0,0.2,Moderately Old,19.0,32.0,102.0,0,0,0,0,0,2,35
flat,vidya apartment,sector 5,0.22,4207.0,2.0,2.0,1.0,0.2,Moderately Old,1.0,5.0,570.0,0,0,0,0,1,1,29
flat,supertech hill town,sector-2 sohna,1.5,8721.0,3.0,3.0,3.0,0.2,Under Construction,3.0,4.0,1911.0,0,0,0,0,0,2,46
flat,takshila heights sector 37 c,new,0.67,5583.0,2.0,2.0,2.0,0.2,Moderately Old,3.0,12.0,1086.0,0,0,0,0,0,2,23
flat,m3m skycity,sector 65,2.0,15267.0,2.0,2.0,2.0,0.2,New Property,16.0,45.0,1186.0,0,0,0,0,0,0,84
flat,chd avenue,sector 71,1.15,6527.0,3.0,3.0,2.0,0.2,Moderately Old,15.0,15.0,1541.0,0,1,0,0,0,0,44
flat,bestech park view residency,sector 2,0.55,8462.0,1.0,1.0,2.0,0.2,Moderately Old,7.0,14.0,588.0,0,0,0,0,0,2,31
flat,smart world orchard,sector 61,1.5,12500.0,2.0,2.0,2.0,0.2,Under Construction,2.0,4.0,1333.0,1,0,0,0,0,2,35
flat,m3m the tree of life,sector 111,2.35,14551.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,30.0,1615.0,0,0,0,0,0,2,0
flat,bajrang apartments,sector 6,0.38,4471.0,2.0,2.0,2.0,0.2,Moderately Old,1.0,2.0,944.0,0,0,0,0,0,2,0
flat,vipul lavanya,sector 81,1.0,8000.0,2.0,2.0,2.0,0.2,Moderately Old,7.0,12.0,1131.0,0,0,0,0,0,2,24
flat,ramprastha primera,sector 37d,1.02,6000.0,3.0,2.0,3.0,0.2,Under Construction,22.0,23.0,1539.0,0,0,0,0,0,2,38
flat,signature global park 4,sector 36 sohna,0.72,6429.0,3.0,2.0,3.0,0.2,New Property,2.0,4.0,1244.0,0,0,0,0,0,2,0
flat,elan mercado,sector 80,0.85,12409.0,1.0,1.0,1.0,0.2,Moderately Old,15.0,25.0,761.0,0,0,0,0,0,2,46
flat,sanskriti apartment,sector 10a,1.1,6667.0,3.0,3.0,3.0,0.2,New Property,2.0,4.0,1833.0,0,0,0,0,0,2,22
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754.0,2.0,2.0,2.0,0.2,Moderately Old,10.0,14.0,828.0,0,0,0,0,0,2,22
flat,avl 36 gurgaon,sector 36a,0.36,9000.0,1.0,1.0,1.0,0.2,Moderately Old,7.0,10.0,407.0,0,0,0,0,0,2,67
flat,vatika inxt floors,sector 82a,1.25,8333.0,3.0,2.0,3.0,0.2,Moderately Old,2.0,2.0,1666.0,1,0,0,1,0,0,77
flat,bptp pedestal,sector 70a,1.9,9500.0,4.0,3.0,3.0,0.2,New Property,2.0,3.0,2111.0,0,0,1,0,0,2,75
flat,vipul lavanya,sector 81,0.64,5263.0,2.0,2.0,3.0,0.2,Moderately Old,12.0,14.0,1361.0,0,0,0,0,0,0,40
flat,ss the leaf,sector 85,2.7,7754.0,4.0,4.0,3.0,0.2,New Property,23.0,26.0,3152.0,0,0,0,0,0,2,21
flat,sobha city,sector 108,2.1,13972.0,2.0,2.0,2.0,0.2,Moderately Old,3.0,18.0,1250.0,0,0,0,0,0,2,58
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3.0,3.0,3.0,0.2,Under Construction,1.0,4.0,1721.0,0,0,0,0,0,2,0
flat,smart world orchard,sector 61,1.7,15179.0,2.0,2.0,2.0,0.2,Under Construction,4.0,4.0,1244.0,1,0,0,0,0,2,75
flat,smart world one,dwarka expressway,1.65,5933.0,3.0,4.0,3.0,0.2,Under Construction,6.0,29.0,3094.0,0,0,0,0,0,2,0
flat,ramshanti cooperative society,sector 52,1.76,7243.0,4.0,4.0,3.0,0.2,New Property,12.0,12.0,2199.0,0,0,0,0,0,2,0
flat,ss radiance residency,sector 12,0.6,5660.0,3.0,3.0,2.0,0.2,Moderately Old,3.0,3.0,1178.0,0,0,0,0,0,2,35
flat,silverglades the melia,sector 90,0.91,6801.0,2.0,2.0,3.0,0.2,New Property,1.0,14.0,1222.0,1,0,0,0,0,2,53
flat,zara aavaas,sector 104,0.49,6577.0,3.0,2.0,2.0,0.2,Under Construction,7.0,8.0,695.0,0,0,0,0,0,2,51
flat,rk tower,sector 2,0.95,9596.0,2.0,2.0,1.0,0.2,Moderately Old,1.0,4.0,1100.0,0,0,0,0,0,2,52
flat,breez global hill view,sohna road,0.3,5128.0,2.0,2.0,1.0,0.2,New Property,11.0,19.0,650.0,0,0,0,0,0,2,38
flat,avl 36 gurgaon,sector 36a,0.37,10541.0,1.0,1.0,1.0,0.2,Moderately Old,3.0,10.0,319.0,0,0,0,0,0,0,67
flat,corona gracieux,sector 76,0.75,5660.0,2.0,2.0,3.0,0.2,Moderately Old,13.0,14.0,1199.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors,sector 65,2.6,15758.0,3.0,3.0,3.0,0.2,Moderately Old,3.0,5.0,1833.0,0,0,0,0,0,2,0
flat,umang monsoon breeze,sector 78,1.1,5055.0,3.0,3.0,3.0,0.2,Old Property,9.0,18.0,2176.0,0,1,0,0,0,2,53
flat,puri emerald bay,sector 104,1.5,9677.0,2.0,2.0,2.0,0.2,Under Construction,7.0,28.0,1403.0,0,0,0,0,1,2,31
flat,smart world orchard,sector 61,2.24,14461.0,3.0,3.0,2.0,0.2,New Property,3.0,4.0,1402.0,0,0,0,0,1,2,23
flat,smart world orchard,sector 61,1.57,13652.0,2.0,2.0,2.0,0.2,New Property,3.0,4.0,1150.0,1,0,0,0,1,2,62
flat,tulip monsella,sector 53,7.4,33199.0,4.0,4.0,3.0,0.2,Moderately Old,21.0,36.0,2476.0,0,0,0,0,0,2,23
flat,my home,new palam vihar,0.22,4400.0,2.0,2.0,1.0,0.2,New Property,1.0,4.0,555.0,0,0,0,0,0,0,0
flat,breez global hill view,sohna road,0.32,5470.0,2.0,2.0,1.0,0.2,New Property,17.0,19.0,1000.0,0,0,0,0,0,2,35
flat,ansal heights 86,sector 86,0.74,5441.0,2.0,2.0,1.0,0.2,Under Construction,11.0,14.0,1231.0,0,0,0,0,1,2,38
flat,m3m heights,sector 65,1.95,15997.0,2.0,2.0,3.0,0.2,Under Construction,16.0,36.0,1141.0,0,0,0,0,0,2,35
flat,smriti apartment,sector 56,0.6,10000.0,1.0,1.0,1.0,0.2,Old Property,2.0,3.0,543.0,0,0,0,0,0,2,30
flat,uphaar homes,sector 105,0.45,4737.0,3.0,2.0,1.0,0.2,Moderately Old,1.0,4.0,1055.0,0,0,0,0,0,0,30
flat,pareena laxmi apartments,sector 99a,0.3,5425.0,2.0,1.0,2.0,0.2,New Property,5.0,12.0,511.0,0,0,0,0,0,2,45
flat,smart world gems,sector 76,1.3,9136.0,3.0,3.0,2.0,0.2,New Property,2.0,4.0,1581.0,1,0,0,0,0,2,35
flat,unitech the palms,sector 41,2.75,16768.0,3.0,3.0,2.0,0.2,Old Property,14.0,17.0,1484.0,0,0,0,0,0,1,33
flat,smart world orchard,sector 61,1.7,15004.0,2.0,2.0,2.0,0.2,Under Construction,4.0,4.0,1278.0,0,0,0,0,0,2,24
flat,godrej icon,sector 88a,1.75,1384.0,3.0,3.0,3.0,0.2,New Property,6.0,10.0,1305.0,0,0,0,0,0,2,15
flat,vatika independent floors,sector 82,0.67,5826.0,2.0,2.0,3.0,0.2,Moderately Old,2.0,3.0,1150.0,0,0,0,0,0,2,46
flat,corona gracieux,sector 76,1.08,5510.0,3.0,3.0,3.0,0.2,New Property,1.0,13.0,1774.0,0,1,0,0,0,2,46
flat,lotus elise,sector 99,0.95,6552.0,2.0,3.0,3.0,0.2,Moderately Old,7.0,14.0,1611.0,0,1,0,0,0,2,0
flat,nul,gwal pahari,0.56,6054.0,2.0,2.0,1.0,0.2,Old Property,11.0,18.0,1028.0,0,0,0,0,0,0,0
flat,godrej summit,sector 104,0.85,6894.0,2.0,2.0,3.0,0.2,Moderately Old,12.0,14.0,1611.0,1,0,0,0,1,2,47
flat,godrej habitat,sector 3,1.25,8657.0,2.0,2.0,3.0,0.2,Old Property,14.0,17.0,1161.0,0,0,0,0,0,2,31
flat,ashiana mulberry,sohna road,1.05,5412.0,2.0,2.0,3.0,0.2,New Property,1.0,17.0,1175.97,1,0,0,0,0,2,35
flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,1.0,0.2,New Property,8.0,14.0,1231.0,0,0,0,0,0,2,51
flat,signature global park,sohna road,0.79,7308.0,3.0,2.0,3.0,0.2,Under Construction,4.0,4.0,978.0,0,0,0,0,0,2,78
flat,pareena laxmi apartments,sector 99a,0.32,5787.0,2.0,2.0,2.0,0.2,New Property,11.0,12.0,502.0,0,0,0,0,0,2,45
flat,conscient elevate,sector 59,3.78,16499.0,3.0,3.0,3.0,0.2,Under Construction,3.0,33.0,2550.0,0,0,0,0,0,2,31
flat,pyramid elite,sector 86,0.45,7840.0,2.0,2.0,1.0,0.2,Under Construction,12.0,14.0,637.0,0,0,0,0,0,2,30
flat,godrej nature plus,sector-33 sohna,1.62,13978.0,3.0,4.0,3.0,0.2,New Property,3.0,22.0,129.42,0,1,0,0,0,2,68
flat,shri ram apartments,sector 4,0.36,3789.0,2.0,2.0,1.0,0.2,Moderately Old,4.0,4.0,1055.0,0,0,0,0,0,2,0
flat,signature global rosellia,sector 95,0.45,8755.0,2.0,2.0,2.0,0.2,New Property,14.0,14.0,571.0,0,0,0,0,0,2,15
flat,raheja revanta,sector 78,0.99,6100.0,2.0,2.0,3.0,0.2,Under Construction,14.0,41.0,1467.0,0,0,0,0,1,2,39
flat,sidhartha ncr one phase,sector 95,0.55,4867.0,2.0,2.0,2.0,0.2,New Property,14.0,19.0,1255.0,1,0,0,0,0,2,67
flat,divya apartments,sector 6,0.6,7595.0,2.0,2.0,0.0,0.2,Moderately Old,2.0,4.0,790.0,0,0,0,0,0,0,15
flat,rof ananda,sector 95,0.46,6319.0,2.0,2.0,2.0,0.2,New Property,11.0,14.0,809.0,1,0,0,0,0,2,53
flat,smart world gems,sector 89,1.13,8503.0,3.0,3.0,2.0,0.2,Moderately Old,4.0,4.0,1473.0,1,0,0,0,0,2,84
flat,emaar palm heights,sector 77,2.1,10370.0,3.0,3.0,3.0,0.2,New Property,17.0,24.0,1833.0,1,1,0,0,0,2,8
flat,rof ananda,sector 95,0.38,6922.0,2.0,2.0,1.0,0.2,New Property,4.0,14.0,610.0,0,0,0,0,0,2,0
flat,the center court,sector 88a,2.1,12174.0,4.0,4.0,3.0,0.2,New Property,0.0,29.0,1745.0,1,1,0,0,0,2,75
flat,uphaar residency 2,sector 105,0.42,5600.0,3.0,2.0,1.0,0.2,Moderately Old,0.0,4.0,833.0,0,0,0,0,1,2,7
flat,wings apartment,sector 9,1.2,6667.0,4.0,3.0,2.0,0.2,Moderately Old,4.0,9.0,2000.0,0,0,0,0,0,0,8
flat,gls arawali homes,sohna road,0.28,4938.0,2.0,2.0,2.0,0.2,Moderately Old,3.0,13.0,500.0,0,0,0,0,0,0,28
flat,vatika the seven lamps,sector 82,1.0,6969.0,2.0,2.0,2.0,0.2,Moderately Old,14.0,16.0,1299.0,1,0,0,0,1,2,53
flat,piedmont taksila heights,sector 37c,1.05,4792.0,3.0,3.0,3.0,0.2,Moderately Old,7.0,15.0,1738.0,0,0,0,0,0,0,60
flat,adani aangan arcade,sector 88a,0.45,7200.0,2.0,2.0,1.0,0.2,New Property,3.0,14.0,694.0,0,0,0,0,0,2,14
flat,raheja navodaya,sector 92,0.85,5407.0,3.0,3.0,0.0,0.2,Moderately Old,0.0,16.0,1423.0,0,0,0,0,0,2,60
flat,godrej summit,sector 104,1.3,7893.0,3.0,3.0,3.0,0.2,New Property,8.0,19.0,1491.0,0,0,0,0,1,2,36
flat,bhemerlei,sohna road,0.69,5100.0,2.0,2.0,2.0,0.2,Under Construction,3.0,14.0,1350.0,0,0,0,0,0,2,0
flat,valley view estate,gwal pahari,0.38,6090.0,1.0,1.0,1.0,0.2,New Property,11.0,18.0,565.0,0,0,0,0,0,2,28
flat,godrej oasis,sector 88a,1.45,8367.0,2.0,2.0,3.0,0.2,Moderately Old,9.0,15.0,133.0,1,0,0,0,0,1,40
flat,ramprastha skyz,sector 37d,1.0,4943.0,3.0,5.0,3.0,0.2,Under Construction,11.0,19.0,1833.0,0,1,0,0,1,2,0
flat,earth copia,sector 112,0.7,4673.0,2.0,2.0,2.0,0.2,Moderately Old,4.0,15.0,1498.0,0,0,0,0,0,2,46
flat,assotech blith,sector 99,0.82,6007.0,2.0,2.0,3.0,0.2,New Property,0.0,1.0,1365.0,0,0,0,0,0,2,8
flat,satya element one,sector 49,0.8,11111.0,1.0,1.0,1.0,0.2,Moderately Old,0.0,1.0,720.0,0,0,0,0,0,2,0
flat,proxima tower,sector 37c,0.6,4601.0,2.0,2.0,3.0,0.2,Under Construction,5.0,18.0,1180.0,1,0,0,1,0,2,46
flat,hcbs sports ville,sohna road,0.27,4348.0,2.0,2.0,2.0,0.2,Moderately Old,10.0,13.0,619.0,0,0,0,0,0,2,36
flat,greenopolis,sector 89,0.8,6168.0,2.0,2.0,2.0,0.2,Under Construction,6.0,11.0,1441.0,0,0,0,0,0,2,35
flat,vipul belmonte,sector 53,6.5,21922.0,3.0,4.0,3.0,0.2,Old Property,0.0,13.0,2684.0,1,0,0,0,1,2,53
flat,green court,new,0.38,5507.0,2.0,2.0,1.0,0.2,Under Construction,7.0,15.0,767.0,0,0,0,0,0,2,35
flat,birla navya,sector 63a,2.2,17488.0,2.0,3.0,3.0,0.2,Moderately Old,4.0,4.0,997.0,0,0,0,0,0,2,44
flat,smart world orchard,sector 61,1.9,22700.0,3.0,3.0,3.0,0.2,New Property,1.0,4.0,1137.0,0,0,0,0,0,2,21
flat,gls arawali homes,sohna road,0.27,4600.0,2.0,2.0,2.0,0.2,New Property,5.0,13.0,521.0,0,0,0,0,0,2,30
flat,shree balaji appartment,sector 33,0.4,5000.0,2.0,2.0,2.0,0.2,Moderately Old,1.0,3.0,724.0,0,0,0,0,0,1,0
flat,rof ananda,sector 95,0.26,6842.0,1.0,1.0,1.0,0.2,New Property,8.0,14.0,422.0,0,0,0,0,0,2,35
flat,ramprastha the atrium,sector 37d,1.0,7782.0,3.0,3.0,2.0,0.2,Moderately Old,4.0,13.0,1163.0,0,0,0,0,0,2,8
flat,tulsiani easy in homes,sohna road,0.4,7921.0,2.0,2.0,3.0,0.2,Under Construction,9.0,14.0,561.0,0,0,0,0,0,2,31
flat,eldeco accolade,sohna road,0.95,6177.0,2.0,2.0,3.0,0.2,Under Construction,8.0,19.0,1050.0,1,0,0,0,1,2,53
flat,ansal harmony homes,sector 57,1.12,10667.0,2.0,2.0,1.0,0.2,Old Property,0.0,3.0,950.0,0,0,0,0,0,2,53
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,2.0,2.0,2.0,0.2,Old Property,15.0,18.0,1100.0,0,0,0,0,0,0,28
flat,gls arawali homes,sohna road,0.35,6076.0,2.0,2.0,2.0,0.2,Moderately Old,11.0,13.0,528.0,0,0,0,0,0,2,44
flat,ireo the corridors,sector 67a,2.08,12044.0,3.0,3.0,2.0,0.2,Under Construction,6.0,19.0,1563.0,0,0,0,0,1,2,23
flat,umang monsoon breeze,sector 78,0.95,5491.0,3.0,3.0,2.0,0.2,Moderately Old,9.0,18.0,1730.0,0,0,0,0,0,0,46
flat,apna enclave,sector 3,0.8,6154.0,3.0,3.0,1.0,0.2,Old Property,0.0,4.0,1000.0,0,0,0,0,0,2,0
flat,unitech sunbreeze,sector 69,0.74,5502.0,3.0,3.0,1.0,0.2,Under Construction,10.0,14.0,1210.0,0,1,0,0,0,2,46
flat,hcbs sports ville,sohna road,0.22,4603.0,1.0,1.0,1.0,0.2,Moderately Old,9.0,9.0,477.809521,0,0,0,0,0,0,35
flat,godrej nature plus,sector-33 sohna,1.5,9677.0,3.0,3.0,3.0,0.2,Under Construction,6.0,22.0,1403.0,1,0,0,0,0,2,58
flat,sare crescent parc,sector 92,1.0,5128.0,4.0,3.0,2.0,0.2,Moderately Old,1.0,20.0,2166.0,0,0,0,0,0,2,35
flat,ireo the corridors,sector 67a,2.0,11581.0,3.0,3.0,2.0,0.2,Under Construction,6.0,19.0,1346.0,0,0,0,0,1,2,15
flat,mittal surya vihar,sector 21,0.8,7080.0,2.0,2.0,2.0,0.2,Old Property,6.0,11.0,1255.0,0,0,0,0,0,2,0
flat,godrej frontier,sector 80,1.6,6999.0,3.0,3.0,3.0,0.2,Moderately Old,5.0,18.0,2047.0,0,1,0,0,0,2,46
flat,breez global heights,sohna road,0.28,7143.0,1.0,1.0,1.0,0.2,New Property,4.0,10.0,443.0,0,0,0,0,0,1,21
flat,mvn athens,sohna road,0.25,5187.0,2.0,2.0,1.0,0.2,Moderately Old,3.0,14.0,535.0,0,0,0,0,0,2,44
flat,prime habitat,sector 99a,0.32,4658.0,2.0,2.0,1.0,0.2,Moderately Old,7.0,12.0,601.0,0,0,0,0,0,2,35
flat,sidhartha ncr greens,sector 95,0.6,5576.0,2.0,2.0,2.0,0.2,Moderately Old,14.0,21.0,974.0,1,0,0,0,0,2,24
flat,hero homes,sector 104,1.2,17544.0,2.0,2.0,2.0,0.2,Moderately Old,22.0,26.0,877.0,0,0,0,0,0,2,23
flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6065.0,3.0,3.0,2.0,0.2,Old Property,5.0,5.0,1722.0,0,0,0,0,0,0,45
flat,ramprasta awho,sector 95,0.92,5257.0,3.0,3.0,3.0,0.2,Moderately Old,13.0,26.0,1750.0,0,0,0,0,0,2,0
flat,ambience creacions,sector 22,1.75,12700.0,2.0,2.0,2.0,0.2,New Property,11.0,20.0,1249.0,0,0,0,0,0,2,38
flat,greenopolis,sector 89,0.9,4700.0,3.0,3.0,0.0,0.2,Under Construction,14.0,25.0,1910.0,0,0,0,0,0,2,60
flat,pareena coban residences,sector 99a,1.35,6760.0,3.0,5.0,3.0,0.2,New Property,6.0,20.0,1807.0,0,1,0,0,1,2,53
flat,dlf express greens,sector 1a imt manesar,1.2,6504.0,3.0,4.0,2.0,0.2,Moderately Old,5.0,20.0,1670.0,0,1,0,0,1,2,31
flat,imperia the esfera,sector 37c,0.7,4878.0,2.0,3.0,3.0,0.2,Under Construction,12.0,24.0,1299.0,1,0,0,0,1,2,46
flat,aditya apartment,manesar,1.0,4032.0,3.0,4.0,0.0,0.2,New Property,3.0,7.0,2480.0,0,0,0,0,0,2,0
flat,paras dews,sector 106,1.4,6001.0,3.0,4.0,3.0,0.2,Under Construction,12.0,24.0,1593.0,1,1,0,0,1,2,14
flat,sare crescent parc,sector 92,0.65,4597.0,3.0,3.0,3.0,0.2,Moderately Old,3.0,4.0,1571.0,0,0,0,0,0,2,35
flat,ansal heights 86,sector 86,0.87,5367.0,2.0,2.0,1.0,0.2,New Property,12.0,13.0,1231.0,0,0,0,0,1,0,38
flat,lig flat,sector 40,1.5,5556.0,1.0,1.0,0.0,0.2,Moderately Old,0.0,1.0,300.0,0,0,0,0,0,2,0
flat,apna enclave,sector 3,0.55,5789.0,2.0,2.0,2.0,0.2,Old Property,2.0,3.0,900.0,0,0,0,0,0,2,52
flat,raheja vedaanta,sector 108,1.25,5682.0,3.0,2.0,0.0,0.2,Moderately Old,0.0,22.0,1991.0,0,0,0,0,0,0,53
flat,shri balaji apartment,sector 12,0.35,4037.0,2.0,2.0,1.0,0.2,Old Property,1.0,4.0,737.0,0,0,0,0,0,2,7
