property_type,sector,bedRoom,bathroom,balcony,agePossession,floor_num,total_floors,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
flat,sector 71,3.0,3.0,3.0,Moderately Old,3.0,14.0,1484.99,0,0,1,Low,Low Floor,1.0
flat,sector 56,3.0,4.0,3.0,Old Property,7.0,7.0,2667.0,1,0,0,Medium,Low Floor,1.85
flat,sector 83,3.0,3.0,2.0,Moderately Old,2.0,4.0,2310.0,0,0,1,High,Low Floor,1.42
flat,sector 37d,2.0,2.0,3.0,New Property,3.0,15.0,850.03,0,0,0,Medium,Low Floor,0.55
flat,sector 65,2.0,2.0,3.0,Under Construction,8.0,34.0,1865.0,0,0,0,Low,Low Floor,2.29
flat,sector 102,2.0,2.0,2.0,New Property,12.0,14.0,915.04,0,0,0,Medium,Low Floor,0.97
flat,sector 53,3.0,4.0,3.0,Under Construction,8.0,42.0,2939.94,1,0,2,Low,Low Floor,8.25
flat,sector 5,2.0,2.0,1.0,Moderately Old,1.0,4.0,878.0,0,0,0,Low,Low Floor,0.3
flat,sector-33 sohna,2.0,2.0,3.0,Under Construction,1.0,22.0,1498.0,0,0,0,Medium,Low Floor,1.65
flat,sector 65,2.0,2.0,2.0,Under Construction,26.0,34.0,1260.02,0,0,0,Medium,Low Floor,1.99
flat,sector 68,2.0,2.0,3.0,Moderately Old,21.0,29.0,1041.0,0,0,0,Low,Low Floor,1.0
flat,sector 62,3.0,3.0,3.0,Under Construction,8.0,32.0,2082.0,0,0,0,Low,Low Floor,4.25
flat,sector 78,4.0,4.0,3.0,Moderately Old,2.0,14.0,2349.97,1,0,0,Medium,Low Floor,1.25
flat,sector 83,3.0,3.0,3.0,Moderately Old,1.0,12.0,1744.0,0,0,0,Low,Low Floor,0.95
flat,sector 4,3.0,2.0,2.0,New Property,2.0,4.0,1757.0,0,0,1,Low,Low Floor,1.05
flat,sector 72,4.0,5.0,3.0,New Property,39.0,40.0,2904.96,1,0,0,High,Low Floor,4.1
flat,sector 90,2.0,2.0,2.0,Under Construction,1.0,14.0,932.0,0,0,0,Low,Low Floor,0.5
flat,sector 1 imt manesar,4.0,3.0,3.0,New Property,8.0,10.0,3643.0,1,0,0,Low,Low Floor,1.65
flat,sector 70a,3.0,3.0,3.0,New Property,2.0,3.0,2049.0,1,0,0,Medium,Low Floor,1.6
flat,sector 61,3.0,2.0,3.0,Under Construction,3.0,4.0,1549.03,0,0,0,High,Low Floor,2.1
flat,sector 1 imt manesar,4.0,4.0,3.0,Moderately Old,7.0,9.0,2466.98,0,0,0,Low,Low Floor,0.9
flat,sector 79,2.0,2.0,3.0,New Property,4.0,15.0,1350.98,0,0,1,Medium,Low Floor,1.1
flat,sector 99,2.0,2.0,3.0,Under Construction,22.0,24.0,1364.97,0,0,0,Medium,Low Floor,0.92
flat,sector 92,3.0,3.0,2.0,Under Construction,14.0,20.0,1260.02,0,0,0,Medium,Low Floor,0.7
flat,sector 70,3.0,4.0,2.0,Under Construction,11.0,15.0,1564.96,0,0,0,Low,Low Floor,0.99
flat,sector 79,2.0,2.0,3.0,New Property,17.0,17.0,1295.0,0,0,0,Medium,Low Floor,0.71
flat,sector 103,2.0,2.0,3.0,New Property,3.0,12.0,1360.99,0,0,0,Medium,Low Floor,0.88
flat,sector 69,3.0,2.0,2.0,Moderately Old,12.0,13.0,1725.0,0,0,0,Medium,Low Floor,0.91
flat,sector 82,3.0,4.0,3.0,Under Construction,8.0,19.0,1960.0,0,0,0,Low,Low Floor,1.25
flat,sector 47,2.0,2.0,2.0,Moderately Old,3.0,14.0,1297.0,0,0,1,Low,Low Floor,1.05
flat,sector 37c,2.0,2.0,3.0,Moderately Old,14.0,14.0,1309.97,0,0,0,Low,Low Floor,0.66
flat,sector 113,2.0,2.0,0.0,Moderately Old,7.0,7.0,1309.97,0,0,0,Low,Low Floor,1.83
flat,sector 70,2.0,2.0,2.0,Under Construction,9.0,15.0,1095.01,0,0,0,Low,Low Floor,0.53
flat,sector 37d,2.0,2.0,3.0,Moderately Old,2.0,17.0,1380.04,0,0,0,Medium,Low Floor,0.8
flat,sector 89,3.0,2.0,0.0,New Property,3.0,3.0,1422.99,0,0,0,Low,Low Floor,1.71
flat,sector 83,1.0,1.0,0.0,Moderately Old,6.0,6.0,699.98,0,0,0,Low,Low Floor,0.65
flat,sector 99a,3.0,3.0,0.0,Moderately Old,16.0,16.0,1997.03,0,0,0,Low,Low Floor,1.3
flat,sector 92,3.0,3.0,3.0,Moderately Old,12.0,12.0,1522.98,0,0,0,Low,Low Floor,0.82
flat,sector 54,3.0,3.0,3.0,Moderately Old,1.0,1.0,1381.98,0,0,0,Low,Low Floor,5.7
flat,sector 63,1.0,1.0,2.0,New Property,4.0,4.0,803.96,0,0,0,Low,Low Floor,0.88
flat,sector 110,4.0,4.0,3.0,New Property,17.0,17.0,3350.05,0,0,0,Low,Low Floor,4.0
flat,sector 85,3.0,4.0,3.0,Moderately Old,7.0,26.0,2407.99,1,0,0,High,Low Floor,1.93
flat,sector 113,4.0,4.0,3.0,Under Construction,11.0,30.0,2600.02,1,0,1,High,Low Floor,3.45
flat,sector 56,3.0,3.0,3.0,Moderately Old,4.0,8.0,2200.03,0,0,0,Medium,Low Floor,1.7
flat,sector 65,3.0,5.0,3.0,Moderately Old,1.0,14.0,5002.0,1,0,2,Medium,Low Floor,6.15
flat,sector 2,3.0,3.0,3.0,Old Property,6.0,14.0,1780.03,0,0,2,High,Low Floor,1.4
flat,sector 84,3.0,3.0,2.0,New Property,1.0,3.0,2000.04,1,1,1,High,Low Floor,1.48
flat,sector 33,4.0,4.0,3.0,Old Property,17.0,17.0,5632.0,1,0,1,High,Low Floor,3.25
flat,sector 67,3.0,3.0,3.0,Moderately Old,19.0,40.0,3191.0,1,0,0,Medium,Low Floor,3.49
flat,sector 62,2.0,2.0,3.0,Under Construction,31.0,32.0,1962.0,0,0,0,High,Low Floor,2.15
flat,sector-33 sohna,2.0,2.0,3.0,Under Construction,14.0,22.0,1499.95,0,0,0,Medium,Low Floor,1.4
flat,sector 43,3.0,3.0,2.0,Moderately Old,5.0,19.0,1406.95,0,0,0,Medium,Low Floor,2.0
flat,sector 61,3.0,3.0,2.0,Under Construction,2.0,4.0,1629.98,0,0,0,High,Low Floor,2.3
flat,sohna road,2.0,1.0,3.0,New Property,1.0,4.0,969.0,0,0,0,Medium,Low Floor,0.54
flat,sector 9a,4.0,3.0,3.0,Old Property,1.0,10.0,2350.0,1,0,1,Low,Low Floor,1.25
flat,sector 85,2.0,2.0,1.0,Under Construction,15.0,32.0,97.0,0,0,0,Medium,Low Floor,1.05
flat,sector 77,3.0,4.0,3.0,Moderately Old,1.0,7.0,1887.0,1,0,1,High,Low Floor,1.25
flat,sector 28,1.0,1.0,1.0,Old Property,1.0,2.0,1099.96,0,0,1,Medium,Low Floor,1.0
flat,sector 14,5.0,5.0,2.0,Old Property,2.0,3.0,2993.0,0,1,2,Medium,Low Floor,1.7
flat,sector 86,4.0,6.0,2.0,New Property,11.0,14.0,2786.02,1,0,0,High,Low Floor,1.3
flat,sector 102,3.0,3.0,3.0,Moderately Old,9.0,26.0,1852.04,0,0,0,Medium,Low Floor,2.12
flat,sector 61,3.0,4.0,3.0,Under Construction,33.0,42.0,1626.0,1,0,0,High,Low Floor,3.9
flat,sector 50,3.0,3.0,3.0,Old Property,14.0,18.0,2604.97,1,0,1,High,Low Floor,3.0
flat,sector 61,3.0,3.0,2.0,New Property,4.0,4.0,2016.0,0,0,0,High,Low Floor,2.2
flat,sector 102,3.0,3.0,3.0,Moderately Old,5.0,14.0,1650.0,1,0,0,High,Low Floor,1.35
flat,sector 110,3.0,2.0,2.0,Under Construction,18.0,18.0,2174.0,0,0,0,Medium,Low Floor,1.67
flat,sector 103,2.0,2.0,2.0,Moderately Old,1.0,14.0,1350.01,0,0,0,Medium,Low Floor,0.9
flat,sector 113,4.0,4.0,3.0,Under Construction,20.0,23.0,2060.0,0,0,0,High,Low Floor,2.37
flat,sector 102,3.0,3.0,3.0,Moderately Old,9.0,14.0,2602.0,1,0,1,Medium,Low Floor,1.98
flat,sector 25,4.0,4.0,3.0,Old Property,18.0,19.0,2733.0,1,0,1,Low,Low Floor,3.7
flat,sector 111,4.0,4.0,3.0,Under Construction,8.0,32.0,3578.0,0,0,0,Medium,Low Floor,4.67
flat,sector 79,2.0,2.0,3.0,New Property,4.0,15.0,1571.96,0,0,0,Low,Low Floor,1.29
flat,sector 48,3.0,3.0,3.0,Moderately Old,9.0,17.0,1870.01,0,0,1,High,Low Floor,3.65
flat,sector 56,3.0,3.0,3.0,Moderately Old,4.0,8.0,2200.03,0,0,0,Medium,Low Floor,1.7
flat,sector 65,3.0,5.0,3.0,Moderately Old,1.0,14.0,5002.0,1,0,2,Medium,Low Floor,6.15
flat,sector 2,3.0,3.0,3.0,Old Property,6.0,14.0,1780.03,0,0,2,High,Low Floor,1.4
flat,sector 84,3.0,3.0,2.0,New Property,1.0,3.0,2000.04,1,1,1,High,Low Floor,1.48
flat,sector 67,3.0,3.0,3.0,Moderately Old,19.0,40.0,3191.0,1,0,0,Medium,Low Floor,3.49
flat,sector 62,2.0,2.0,3.0,Under Construction,31.0,32.0,1962.0,0,0,0,High,Low Floor,2.15
flat,sector 43,3.0,3.0,2.0,Moderately Old,5.0,19.0,1406.95,0,0,0,Medium,Low Floor,2.0
flat,sohna road,2.0,1.0,3.0,New Property,1.0,4.0,969.0,0,0,0,Medium,Low Floor,0.54
flat,sector 9a,4.0,3.0,3.0,Old Property,1.0,10.0,2350.0,1,0,1,Low,Low Floor,1.25
flat,sector 85,2.0,2.0,1.0,Under Construction,15.0,32.0,97.0,0,0,0,Medium,Low Floor,1.05
flat,sector 77,3.0,4.0,3.0,Moderately Old,1.0,7.0,1887.0,1,0,1,High,Low Floor,1.25
flat,sector 28,1.0,1.0,1.0,Old Property,1.0,2.0,1099.96,0,0,1,Medium,Low Floor,1.0
flat,sector 14,5.0,5.0,2.0,Old Property,2.0,3.0,2993.0,0,1,2,Medium,Low Floor,1.7
flat,sector 86,4.0,6.0,2.0,New Property,11.0,14.0,2786.02,1,0,0,High,Low Floor,1.3
flat,sector 102,3.0,3.0,3.0,Moderately Old,9.0,26.0,1852.04,0,0,0,Medium,Low Floor,2.12
flat,sector 50,3.0,3.0,3.0,Old Property,14.0,18.0,2604.97,1,0,1,High,Low Floor,3.0
flat,sector 102,3.0,3.0,3.0,Moderately Old,5.0,14.0,1650.0,1,0,0,High,Low Floor,1.35
flat,sector 103,2.0,2.0,2.0,Moderately Old,1.0,14.0,1350.01,0,0,0,Medium,Low Floor,0.9
flat,sector 102,3.0,3.0,3.0,Moderately Old,9.0,14.0,2602.0,1,0,1,Medium,Low Floor,1.98
flat,sector 25,4.0,4.0,3.0,Old Property,18.0,19.0,2733.0,1,0,1,Low,Low Floor,3.7
flat,sector 79,2.0,2.0,3.0,New Property,4.0,15.0,1571.96,0,0,0,Low,Low Floor,1.29
flat,sector 53,3.0,3.0,3.0,Under Construction,1.0,44.0,2892.04,0,0,0,Low,Low Floor,5.6
flat,sector 92,4.0,4.0,3.0,Moderately Old,20.0,20.0,2142.98,1,0,0,Medium,Low Floor,1.25
flat,sector 70a,2.0,2.0,3.0,Moderately Old,24.0,31.0,1697.0,0,0,1,High,Low Floor,1.27
flat,sector 108,3.0,2.0,3.0,Moderately Old,2.0,15.0,1757.96,1,0,1,Medium,Low Floor,1.36
flat,sector 37d,3.0,3.0,3.0,Under Construction,4.0,4.0,1250.01,0,0,0,Medium,Low Floor,1.0
flat,sector 48,4.0,5.0,3.0,Moderately Old,14.0,14.0,4553.02,0,0,1,Medium,Low Floor,4.25
flat,sector 83,3.0,3.0,3.0,Moderately Old,9.0,16.0,1900.04,0,0,0,Low,Low Floor,1.8
flat,sector 71,3.0,4.0,2.0,Moderately Old,14.0,15.0,1743.0,1,0,2,High,Low Floor,1.25
flat,sohna road,2.0,2.0,1.0,Moderately Old,4.0,14.0,596.0,0,0,1,Low,Low Floor,0.27
flat,sector 59,3.0,3.0,1.0,Under Construction,26.0,30.0,3024.98,1,0,0,Low,Low Floor,5.5
flat,sector 92,3.0,3.0,3.0,Moderately Old,2.0,16.0,1990.03,0,0,0,High,Low Floor,0.85
flat,sector-33 sohna,2.0,2.0,2.0,Under Construction,14.0,24.0,1384.99,0,0,0,High,Low Floor,1.07
flat,sector 67,1.0,1.0,1.0,Moderately Old,17.0,17.0,826.02,0,0,0,Medium,Low Floor,0.95
flat,sector 108,2.0,3.0,3.0,Moderately Old,2.0,14.0,1282.95,1,0,1,High,Low Floor,0.87
flat,sector 108,4.0,5.0,3.0,New Property,25.0,25.0,2343.95,1,0,2,High,Low Floor,4.1
flat,sector-33 sohna,2.0,2.0,3.0,Under Construction,9.0,22.0,1382.95,0,0,0,Medium,Low Floor,1.27
flat,sector 61,2.0,2.0,2.0,Under Construction,4.0,4.0,1496.0,0,0,0,Low,Low Floor,1.47
flat,sector 66,3.0,4.0,3.0,Moderately Old,6.0,17.0,2200.03,1,0,1,High,Low Floor,3.45
flat,sector 2,2.0,2.0,3.0,Old Property,5.0,14.0,1564.96,0,0,0,High,Low Floor,1.18
flat,sector 2,3.0,4.0,3.0,Old Property,4.0,14.0,1919.96,1,0,0,High,Low Floor,1.55
flat,sector 67,3.0,4.0,3.0,Moderately Old,14.0,21.0,2358.05,1,0,1,Low,Low Floor,3.39
flat,sector 86,3.0,3.0,3.0,Moderately Old,15.0,19.0,1929.0,1,0,0,High,Low Floor,1.54
flat,sector 102,3.0,3.0,3.0,Moderately Old,7.0,14.0,1650.0,1,0,0,High,Low Floor,1.42
flat,sector 30,3.0,3.0,2.0,Old Property,2.0,4.0,1499.95,0,0,0,Low,Low Floor,1.3
flat,sector 28,3.0,3.0,2.0,Old Property,16.0,20.0,1777.01,1,0,0,Medium,Low Floor,2.25
flat,sector 67,3.0,4.0,3.0,Moderately Old,24.0,51.0,2697.97,1,0,1,High,Low Floor,3.5
flat,sector 22,4.0,6.0,3.0,New Property,10.0,20.0,3253.0,1,0,2,Medium,Low Floor,4.8
flat,sector 92,2.0,2.0,2.0,New Property,2.0,4.0,1196.95,0,0,1,Medium,Low Floor,0.78
flat,sector 9a,3.0,3.0,2.0,Old Property,2.0,12.0,1800.05,0,0,1,Low,Low Floor,0.88
flat,sector 102,3.0,3.0,3.0,Moderately Old,2.0,24.0,2597.97,1,1,0,High,Low Floor,2.6
flat,sector 25,4.0,4.0,3.0,Old Property,1.0,19.0,3214.0,1,0,0,Low,Low Floor,3.4
flat,sector 108,3.0,4.0,2.0,New Property,8.0,18.0,2002.95,0,0,0,Medium,Low Floor,2.9
flat,sector 108,2.0,2.0,2.0,Moderately Old,12.0,22.0,1505.01,0,0,0,High,Low Floor,0.7
flat,sector 86,3.0,3.0,3.0,Moderately Old,18.0,19.0,1929.0,0,0,0,High,Low Floor,1.5
flat,gwal pahari,3.0,3.0,3.0,Moderately Old,1.0,4.0,1744.0,0,0,1,Low,Low Floor,1.28
flat,sector 113,3.0,3.0,3.0,Under Construction,2.0,36.0,1694.99,0,0,0,Medium,Low Floor,2.51
flat,sector 24,4.0,5.0,3.0,New Property,3.0,4.0,4554.0,1,0,2,Low,Low Floor,6.5
flat,sector 79,3.0,3.0,3.0,New Property,7.0,20.0,2149.98,1,0,0,Medium,Low Floor,1.85
flat,sector 103,4.0,6.0,3.0,Moderately Old,5.0,18.0,2875.04,1,0,0,Medium,Low Floor,2.45
flat,sector 85,3.0,4.0,2.0,Moderately Old,6.0,12.0,2119.95,1,0,0,Medium,Low Floor,1.38
flat,gwal pahari,4.0,4.0,3.0,New Property,19.0,31.0,5349.98,1,1,1,High,Low Floor,5.9
flat,sector 82,4.0,6.0,3.0,Moderately Old,25.0,25.0,4890.04,1,0,1,High,Low Floor,3.0
flat,sector 1,4.0,4.0,3.0,Moderately Old,10.0,10.0,2290.0,0,0,2,Low,Low Floor,2.01
flat,sector 38,4.0,4.0,3.0,Old Property,10.0,10.0,2289.0,0,0,2,Low,Low Floor,2.1
flat,sector 24,3.0,4.0,3.0,Old Property,3.0,9.0,3200.0,1,1,1,High,Low Floor,4.25
flat,sector 49,3.0,4.0,3.0,Moderately Old,8.0,14.0,2070.01,0,0,1,Medium,Low Floor,2.55
flat,sector 52,4.0,3.0,3.0,Moderately Old,5.0,12.0,2349.97,1,0,2,Medium,Low Floor,2.0
flat,sector 50,3.0,4.0,3.0,Old Property,4.0,22.0,3301.0,1,0,1,High,Low Floor,3.25
flat,dwarka expressway,3.0,3.0,3.0,New Property,1.0,35.0,1688.96,0,0,0,Medium,Low Floor,1.6
flat,sector 2,3.0,4.0,3.0,Moderately Old,10.0,14.0,1919.96,1,0,0,High,Low Floor,1.5
flat,sector 108,3.0,3.0,2.0,New Property,16.0,24.0,2342.98,1,0,0,Medium,Low Floor,3.75
flat,sector 2,2.0,2.0,3.0,Old Property,10.0,14.0,1843.0,0,0,1,Medium,Low Floor,0.95
flat,sector 15,4.0,3.0,3.0,Old Property,3.0,8.0,1692.0,0,0,1,Medium,Low Floor,1.4
flat,sector 86,3.0,4.0,3.0,Moderately Old,17.0,19.0,1929.0,0,1,0,High,Low Floor,1.56
flat,sector 102,3.0,3.0,3.0,Moderately Old,9.0,14.0,1650.0,1,0,0,High,Low Floor,1.35
flat,sector 102,2.0,2.0,2.0,New Property,11.0,26.0,1349.04,0,0,1,Medium,Low Floor,1.4
flat,sector 28,3.0,3.0,2.0,Old Property,19.0,20.0,1777.01,1,0,0,High,Low Floor,2.26
flat,sector-33 sohna,2.0,2.0,2.0,New Property,0.0,16.0,1491.98,0,0,0,Medium,Low Floor,1.2
flat,sector 37d,4.0,4.0,3.0,New Property,0.0,23.0,2442.97,1,0,0,High,Low Floor,2.08
flat,sector 85,3.0,4.0,3.0,Moderately Old,8.0,26.0,2407.99,1,0,0,Medium,Low Floor,1.75
flat,sector 67,3.0,3.0,3.0,Moderately Old,4.0,11.0,2527.04,1,0,1,Low,Low Floor,2.99
flat,sector 62,2.0,2.0,2.0,New Property,30.0,32.0,1508.24,1,0,0,Medium,Low Floor,2.1
flat,sector 67,3.0,3.0,3.0,Moderately Old,16.0,51.0,2411.01,1,0,1,High,Low Floor,2.87
flat,sector 28,3.0,3.0,2.0,Old Property,18.0,21.0,1777.01,1,0,0,High,Low Floor,2.35
flat,sector 65,3.0,3.0,3.0,Moderately Old,2.0,4.0,1650.0,1,0,0,High,Low Floor,2.35
flat,sector 103,3.0,4.0,3.0,Moderately Old,10.0,10.0,4351.0,1,0,1,Medium,Low Floor,1.9
flat,sector 85,3.0,3.0,2.0,Moderately Old,9.0,12.0,1474.98,0,0,0,Medium,Low Floor,0.72
flat,sector 1a imt manesar,3.0,2.0,3.0,Moderately Old,6.0,10.0,1986.0,0,0,0,Low,Low Floor,0.65
flat,sector 81,3.0,4.0,3.0,Moderately Old,14.0,29.0,2091.96,1,0,2,High,Low Floor,2.34
flat,sector 113,4.0,5.0,3.0,Under Construction,25.0,36.0,2060.0,0,0,1,Medium,Low Floor,2.57
flat,sector 37d,3.0,3.0,3.0,Moderately Old,7.0,23.0,2190.99,0,0,0,Low,Low Floor,1.71
flat,sector 110,5.0,5.0,3.0,Moderately Old,4.0,14.0,3830.01,1,0,0,High,Low Floor,3.79
flat,sector 56,4.0,4.0,3.0,Old Property,7.0,9.0,2600.02,0,1,1,High,Low Floor,2.05
flat,sector 65,3.0,3.0,3.0,Moderately Old,18.0,32.0,2979.02,1,0,1,Medium,Low Floor,5.2
flat,sector 66,3.0,3.0,3.0,Moderately Old,12.0,17.0,2200.03,1,1,1,High,Low Floor,3.2
flat,sector 30,2.0,2.0,1.0,Old Property,3.0,4.0,989.96,0,0,0,Medium,Low Floor,0.69
flat,sector 112,3.0,3.0,2.0,Moderately Old,21.0,28.0,2801.95,1,0,1,High,Low Floor,3.75
flat,sector 112,3.0,4.0,3.0,Moderately Old,14.0,28.0,2801.95,1,0,1,High,Low Floor,3.65
flat,sector 112,4.0,5.0,3.0,Moderately Old,5.0,25.0,4739.02,1,0,1,High,Low Floor,5.49
flat,sector 84,4.0,4.0,3.0,New Property,3.0,19.0,2094.98,0,0,0,Medium,Low Floor,1.05
flat,sector 108,3.0,4.0,2.0,New Property,19.0,24.0,2072.91,0,0,0,Medium,Low Floor,3.35
flat,sector 47,3.0,3.0,3.0,Moderately Old,10.0,14.0,2086.04,1,0,1,High,Low Floor,2.4
flat,sector 56,3.0,3.0,3.0,Moderately Old,5.0,9.0,2250.95,1,0,1,Medium,Low Floor,1.71
flat,sector 106,5.0,6.0,3.0,Under Construction,10.0,30.0,4095.02,0,0,1,Medium,Low Floor,6.3
flat,sector 109,3.0,3.0,2.0,Moderately Old,7.0,14.0,3016.0,1,0,1,High,Low Floor,2.2
flat,sector 110,4.0,4.0,3.0,Moderately Old,11.0,20.0,3399.99,1,0,0,High,Low Floor,3.25
flat,sector 48,4.0,5.0,3.0,Moderately Old,2.0,17.0,5179.0,1,0,0,Medium,Low Floor,11.25
flat,sector-33 sohna,3.0,3.0,3.0,Under Construction,2.0,4.0,3123.0,1,1,0,Medium,Low Floor,3.3
flat,sector 2,3.0,4.0,3.0,Moderately Old,7.0,14.0,1919.96,1,0,1,High,Low Floor,1.51
flat,sector 102,3.0,3.0,3.0,Moderately Old,6.0,14.0,1650.0,1,0,1,High,Low Floor,1.38
flat,sector 66,3.0,3.0,3.0,Moderately Old,11.0,17.0,3300.0,1,1,1,High,Low Floor,4.6
flat,sector 102,3.0,3.0,3.0,Moderately Old,9.0,14.0,1650.0,1,0,0,Medium,Low Floor,1.4
flat,sector 65,4.0,4.0,3.0,Moderately Old,4.0,4.0,1974.96,1,0,1,High,Low Floor,3.5
flat,sector 82,3.0,4.0,2.0,New Property,14.0,20.0,1790.04,1,0,0,High,Low Floor,0.99
flat,sector 65,3.0,3.0,3.0,Moderately Old,5.0,5.0,2147.0,1,0,0,Low,Low Floor,2.65
flat,sector 45,3.0,3.0,2.0,New Property,1.0,4.0,1943.96,1,0,1,Low,Low Floor,2.4
flat,sector 109,3.0,3.0,3.0,Moderately Old,16.0,27.0,2149.98,1,0,1,Medium,Low Floor,1.65
flat,sector 9a,4.0,3.0,3.0,Old Property,1.0,10.0,2350.0,1,0,0,Low,Low Floor,1.25
flat,sector 62,3.0,3.0,3.0,New Property,18.0,32.0,2588.83,1,0,1,Low,Low Floor,4.0
flat,sector 83,3.0,3.0,3.0,Moderately Old,6.0,16.0,1900.04,1,0,1,Medium,Low Floor,1.8
flat,sector 91,4.0,3.0,3.0,Moderately Old,8.0,13.0,2724.02,1,1,0,High,Low Floor,1.75
flat,sector 65,3.0,3.0,2.0,Moderately Old,4.0,4.0,1650.0,1,0,0,High,Low Floor,2.35
flat,sector 62,4.0,5.0,3.0,Moderately Old,7.0,27.0,4336.99,1,1,1,High,Low Floor,7.15
flat,sector 77,4.0,3.0,3.0,Moderately Old,9.0,9.0,1949.99,1,0,0,High,Low Floor,1.64
flat,sector 65,3.0,3.0,2.0,Moderately Old,3.0,4.0,1650.0,1,0,0,High,Low Floor,2.8
flat,sector 54,4.0,6.0,3.0,Moderately Old,11.0,18.0,3159.96,1,0,1,High,Low Floor,6.75
flat,sector 67,3.0,4.0,3.0,Moderately Old,17.0,25.0,2400.03,1,1,1,High,Low Floor,3.5
flat,sector 65,3.0,3.0,3.0,New Property,7.0,42.0,2234.0,1,1,0,High,Low Floor,4.6
flat,sector 74,3.0,3.0,3.0,Moderately Old,5.0,30.0,2000.04,0,0,0,High,Low Floor,2.25
flat,sector 82a,3.0,3.0,3.0,Moderately Old,16.0,32.0,2091.96,1,0,2,High,Low Floor,2.2
flat,sector 82a,4.0,4.0,3.0,New Property,2.0,16.0,2606.05,1,0,2,High,Low Floor,2.85
flat,sector 90,4.0,4.0,3.0,Moderately Old,8.0,29.0,2215.0,0,0,1,High,Low Floor,1.76
flat,sector 106,2.0,2.0,3.0,New Property,2.0,8.0,1384.99,0,0,1,Low,Low Floor,1.0
flat,sector 61,4.0,4.0,3.0,Moderately Old,3.0,32.0,2851.03,1,0,1,High,Low Floor,3.6
flat,sector 85,3.0,4.0,3.0,New Property,6.0,26.0,2407.99,0,1,0,High,Low Floor,1.78
flat,sector 71,3.0,3.0,3.0,Moderately Old,0.0,14.0,1619.97,0,0,0,Medium,Low Floor,0.98
flat,sector 60,3.0,3.0,3.0,Moderately Old,2.0,12.0,2403.04,1,0,1,High,Low Floor,2.82
flat,sector 72,3.0,4.0,3.0,Moderately Old,15.0,40.0,2184.96,1,0,1,High,Low Floor,3.21
flat,sector 113,3.0,2.0,2.0,Moderately Old,10.0,25.0,1578.96,0,0,1,High,Low Floor,1.9
flat,sector 90,3.0,3.0,2.0,Moderately Old,11.0,30.0,1725.99,0,0,0,Medium,Low Floor,1.19
flat,sector 81,3.0,3.0,3.0,Moderately Old,10.0,15.0,1790.04,0,1,1,Medium,Low Floor,1.35
flat,sector 69,4.0,5.0,3.0,Moderately Old,4.0,12.0,2400.03,1,0,0,High,Low Floor,1.8
flat,sector 103,3.0,3.0,3.0,Moderately Old,3.0,18.0,1790.04,0,0,1,High,Low Floor,1.35
flat,sector 109,3.0,3.0,3.0,Moderately Old,9.0,19.0,2545.02,1,0,0,High,Low Floor,1.7
flat,sector 82,4.0,5.0,3.0,Moderately Old,8.0,16.0,2425.0,1,0,0,High,Low Floor,1.6
flat,sector 60,3.0,4.0,3.0,Moderately Old,7.0,12.0,2045.03,1,0,1,High,Low Floor,2.65
flat,sector 85,2.0,2.0,2.0,Moderately Old,5.0,12.0,1115.03,0,0,0,High,Low Floor,0.55
flat,sector 102,3.0,3.0,3.0,Moderately Old,7.0,14.0,1650.0,1,0,0,Medium,Low Floor,1.4
flat,sector 2,2.0,2.0,3.0,Moderately Old,7.0,14.0,1564.96,0,0,0,High,Low Floor,1.26
flat,sector 107,4.0,5.0,3.0,Moderately Old,9.0,14.0,2768.04,1,0,0,High,Low Floor,1.7
flat,sector 22,3.0,3.0,3.0,New Property,2.0,20.0,2780.96,0,0,2,Medium,Low Floor,4.1
flat,sector 103,2.0,2.0,3.0,Moderately Old,5.0,18.0,1422.99,0,1,1,High,Low Floor,1.01
flat,sector 99a,3.0,5.0,3.0,Moderately Old,11.0,20.0,1997.03,1,0,1,Medium,Low Floor,1.45
flat,sector 48,3.0,3.0,3.0,Old Property,8.0,11.0,1909.95,0,0,1,Medium,Low Floor,1.6
flat,sector 66,3.0,3.0,3.0,Moderately Old,7.0,17.0,2000.04,1,0,1,Medium,Low Floor,2.99
flat,sector 102,3.0,4.0,3.0,Moderately Old,20.0,26.0,1942.02,1,0,0,High,Low Floor,1.9
flat,sector 65,3.0,3.0,3.0,Moderately Old,10.0,12.0,1395.0,1,0,1,High,Low Floor,1.75
flat,sector 90,3.0,3.0,3.0,Moderately Old,7.0,29.0,1818.02,0,0,0,High,Low Floor,1.3
flat,sector 67,3.0,3.0,3.0,Moderately Old,10.0,51.0,2411.01,1,0,1,High,Low Floor,2.95
flat,sector 67,3.0,4.0,3.0,Moderately Old,16.0,21.0,2358.05,1,0,1,High,Low Floor,3.4
flat,sector 67,3.0,4.0,3.0,New Property,8.0,21.0,2358.05,1,0,1,High,Low Floor,3.32
flat,sector 2,2.0,2.0,3.0,Moderately Old,1.0,14.0,1415.02,0,0,1,Medium,Low Floor,0.95
flat,sector 74,2.0,2.0,3.0,Moderately Old,18.0,30.0,1405.98,0,0,0,High,Low Floor,1.55
flat,sector 74,2.0,2.0,3.0,Moderately Old,15.0,30.0,1423.96,0,0,0,High,Low Floor,1.54
flat,sector 74,3.0,3.0,3.0,Moderately Old,25.0,30.0,2018.02,0,0,0,High,Low Floor,2.45
